"Series","Name","Rate Card Name","Rate Card Filtered Name","Operating System","Rate Card Priority","Tier","Cores","Memory","Disk Count","OS Disk Size GB","Cache Disk Size GB","Cost Per Hour","Cost Per Month"
"Esv4 Series","Standard_E4-2s_v4","E4-2s_v4_Low_Priority","E4-2s v4","Windows","Low Priority","Low Priority","4","32","8","1023","0","0.174","128.760"
"Ddv4 Series","Standard_D32d_v4","D32d_v4","D32d v4","Linux","Standard","Standard","32","128","32","1023","1200","1.808","1337.920"
"Dsv4 Series","Standard_D2s_v4","D2s_v4_Low_Priority","D2s v4","Linux","Low Priority","Low Priority","2","8","4","1023","0","0.0192","14.2080"
"Av2 Series","Standard_A2m_v2","A2m_v2","A2m v2","Linux","Standard","Standard","2","16","4","1023","20","0.119","88.060"
"Edsv4 Series","Standard_E16-8ds_v4","E16-8ds_v4_Low_Priority","E16-8ds v4","Linux","Low Priority","Low Priority","16","128","32","1023","600","0.23","170.20"
"Ddv4 Series","Standard_D64d_v4","D64d_v4","D64d v4","Windows","Standard","Standard","64","256","32","1023","2400","6.56","4854.40"
"Esv4 Series","Standard_E32s_v4","E32s_v4","E32s v4","Windows","Standard","Standard","32","256","32","1023","0","3.488","2581.120"
"Edsv4 Series","Standard_E64-32ds_v4","E64-32ds_v4","E64-32ds v4","Windows","Standard","Standard","64","504","32","1023","2400","7.552","5588.480"
"MS Series","Standard_M128ms","M128ms_Low_Priority","M128ms","Linux","Low Priority","Low Priority","128","3800","64","1023","4000","5.3376","3949.8240"
"FSv2 Series","Standard_F8s_v2","F8s_v2","F8s v2","Linux","Standard","Standard","8","16","16","1023","64","0.338","250.120"
"Edsv4 Series","Standard_E32ds_v4","E32ds_v4","E32ds v4","Windows","Standard","Standard","32","256","32","1023","1200","3.776","2794.240"
"MSv2 Series","Standard_M416ms_v2","M416ms_v2","M416ms v2","Windows","Standard","Standard","416","11400","64","1023","8192","118.29","87534.60"
"Edsv4 Series","Standard_E48ds_v4","E48ds_v4_Low_Priority","E48ds v4","Windows","Low Priority","Low Priority","48","384","32","1023","1800","2.266","1676.840"
"Ev4 Series","Standard_E20_v4","E20_v4_Low_Priority","E20 v4","Windows","Low Priority","Low Priority","20","160","32","1023","0","0.872","645.280"
"Edsv4 Series","Standard_E8-2ds_v4","E8-2ds_v4_Low_Priority","E8-2ds v4","Linux","Low Priority","Low Priority","8","64","16","1023","300","0.115","85.100"
"Ddv4 Series","Standard_D64d_v4","D64d_v4_Low_Priority","D64d v4","Linux","Low Priority","Low Priority","64","256","32","1023","2400","0.723","535.020"
"A Series","Standard_A2m_v2","A2_Low_Priority","A2","Windows","Low Priority","Low Priority","2","16","4","1023","20","0.072","53.280"
"A Series","Standard_A2_v2","A2_Low_Priority","A2","Windows","Low Priority","Low Priority","2","4","4","1023","20","0.072","53.280"
"A Series","Standard_A2","A2_Low_Priority","A2","Windows","Low Priority","Low Priority","2","3.5","4","1023","135","0.072","53.280"
"A Series","Basic_A2","A2_Low_Priority","A2","Windows","Low Priority","Low Priority","2","3.5","4","1023","60","0.072","53.280"
"BS Series","Standard_B2ms","B2ms","B2ms","Windows","Standard","Standard","2","8","4","1023","16","0.0912","67.4880"
"Ev4 Series","Standard_E32_v4","E32_v4_Low_Priority","E32 v4","Windows","Low Priority","Low Priority","32","256","32","1023","0","1.395","1032.300"
"MS Series","Standard_M64ms","M64ms_Low_Priority","M64ms","Windows","Low Priority","Low Priority","64","1750","64","1023","2000","5.856","4333.440"
"LSv2 Series","Standard_L8s_v2","L8s_v2_Low_Priority","L8s v2","Linux","Low Priority","Low Priority","8","64","16","1023","1788","0.125","92.500"
"Esv4 Series","Standard_E8s_v4","E8s_v4_Low_Priority","E8s v4","Windows","Low Priority","Low Priority","8","64","16","1023","0","0.349","258.260"
"Av2 Series","Standard_A4m_v2","A4m_v2_Low_Priority","A4m v2","Linux","Low Priority","Low Priority","4","32","8","1023","40","0.05","37.00"
"LSv2 Series","Standard_L16s_v2","L16s_v2_Low_Priority","L16s v2","Windows","Low Priority","Low Priority","16","128","32","1023","3576","0.794","587.560"
"Av2 Series","Standard_A4_v2","A4_v2","A4 v2","Windows","Standard","Standard","4","8","8","1023","40","0.286","211.640"
"Dsv4 Series","Standard_D2s_v4","D2s_v4","D2s v4","Windows","Standard","Standard","2","8","4","1023","0","0.188","139.120"
"NVasv4 Series","Standard_NV16as_v4","NV16as_v4","NV16as v4","Windows","Standard","Standard","16","56","32","1023","352","1.668","1234.320"
"MSv2 Series","Standard_M208s_v2","M208s_v2","M208s v2","Linux","Standard","Standard","208","2850","64","1023","4096","22.31","16509.40"
"Edsv4 Series","Standard_E32-16ds_v4","E32-16ds_v4_Low_Priority","E32-16ds v4","Windows","Low Priority","Low Priority","32","256","32","1023","1200","1.51","1117.40"
"LS Series","Standard_L8s_v2","L8s_Low_Priority","L8s","Linux","Low Priority","Low Priority","8","64","16","1023","1788","0.137","101.380"
"LS Series","Standard_L8s","L8s_Low_Priority","L8s","Linux","Low Priority","Low Priority","8","64","32","1023","1388","0.137","101.380"
"LSv2 Series","Standard_L64s_v2","L64s_v2_Low_Priority","L64s v2","Linux","Low Priority","Low Priority","64","512","32","1023","14304","0.998","738.520"
"Ddsv4 Series","Standard_D2ds_v4","D2ds_v4_Low_Priority","D2ds v4","Linux","Low Priority","Low Priority","2","8","4","1023","75","0.0226","16.7240"
"MS Series","Standard_M16ms","M16ms","M16ms","Linux","Standard","Standard","16","437.5","16","1023","500","3.073","2274.020"
"NC Series","Standard_NC12s_v3","NC12_Low_Priority","NC12","Windows","Low Priority","Low Priority","12","224","24","1023","672","0.867","641.580"
"NC Series","Standard_NC12","NC12_Low_Priority","NC12","Windows","Low Priority","Low Priority","12","112","48","1023","680","0.867","641.580"
"NC Series","Standard_NC12_Promo","NC12_Low_Priority","NC12","Windows","Low Priority","Low Priority","12","112","48","1023","680","0.867","641.580"
"Dsv4 Series","Standard_D64s_v4","D64s_v4_Low_Priority","D64s v4","Linux","Low Priority","Low Priority","64","256","32","1023","0","0.614","454.360"
"NV Series","Standard_NV6","NV6","NV6","Linux","Standard","Standard","6","56","24","1023","380","1.202","889.480"
"NV Series","Standard_NV6_Promo","NV6","NV6","Linux","Standard","Standard","6","56","24","1023","380","1.202","889.480"
"NV Series","Standard_NV6s_v2","NV6","NV6","Linux","Standard","Standard","6","112","12","1023","336","1.202","889.480"
"NC Promo Series","Standard_NC12s_v3","NC12","NC12","Windows","Standard","Standard","12","224","24","1023","672","1.344","994.560"
"NC Promo Series","Standard_NC12","NC12","NC12","Windows","Standard","Standard","12","112","48","1023","680","1.344","994.560"
"NC Promo Series","Standard_NC12_Promo","NC12","NC12","Windows","Standard","Standard","12","112","48","1023","680","1.344","994.560"
"Ddv4 Series","Standard_D2d_v4","D2d_v4","D2d v4","Windows","Standard","Standard","2","8","4","1023","75","0.205","151.700"
"NVSv3 Series","Standard_NV48s_v3","NV48s_v3","NV48s v3","Linux","Standard","Standard","48","448","32","1023","1344","4.56","3374.40"
"Ddsv4 Series","Standard_D64ds_v4","D64ds_v4","D64ds v4","Windows","Standard","Standard","64","256","32","1023","2400","6.56","4854.40"
"NCasv3 T4 Series","Standard_NC8as_T4_v3","NC8as_T4_v3_Low_Priority","NC8as T4 v3","Linux","Low Priority","Low Priority","8","56","16","1023","352","0.15","111.00"
"MSv2 Series","Standard_M416s_v2","M416s_v2","M416s v2","Windows","Standard","Standard","416","5700","64","1023","8192","68.716","50849.840"
"BS Series","Standard_B2s","B2s","B2s","Linux","Standard","Standard","2","4","4","1023","8","0.0416","30.7840"
"MS Series","Standard_M128s","M128s","M128s","Windows","Standard","Standard","128","2000","64","1023","4000","19.226","14227.240"
"NVSv3 Series","Standard_NV24s_v3","NV24s_v3_Low_Priority","NV24s v3","Windows","Low Priority","Low Priority","24","224","24","1023","672","1.354","1001.960"
"LSv2 Series","Standard_L80s_v2","L80s_v2_Low_Priority","L80s v2","Linux","Low Priority","Low Priority","80","640","32","1023","17880","1.248","923.520"
"Dv4 Series","Standard_D16_v4","D16_v4_Low_Priority","D16 v4","Linux","Low Priority","Low Priority","16","64","32","1023","0","0.154","113.960"
"Edsv4 Series","Standard_E20ds_v4","E20ds_v4_Low_Priority","E20ds v4","Windows","Low Priority","Low Priority","20","160","32","1023","750","0.944","698.560"
"Edsv4 Series","Standard_E20ds_v4","E20ds_v4","E20ds v4","Windows","Standard","Standard","20","160","32","1023","750","2.36","1746.40"
"Av2 Series","Standard_A8_v2","A8_v2_Low_Priority","A8 v2","Linux","Low Priority","Low Priority","8","16","16","1023","80","0.08","59.20"
"FSv2 Series","Standard_F8s_v2","F8s_v2_Low_Priority","F8s v2","Windows","Low Priority","Low Priority","8","16","16","1023","64","0.26","192.40"
"Ddsv4 Series","Standard_D8ds_v4","D8ds_v4_Low_Priority","D8ds v4","Linux","Low Priority","Low Priority","8","32","16","1023","300","0.0904","66.8960"
"Edsv4 Series","Standard_E32-16ds_v4","E32-16ds_v4","E32-16ds v4","Linux","Standard","Standard","32","256","32","1023","1200","2.304","1704.960"
"Esv4 Series","Standard_E2s_v4","E2s_v4","E2s v4","Linux","Standard","Standard","2","16","4","1023","0","0.126","93.240"
"NCasv3 T4 Series","Standard_NC8as_T4_v3","NC8as_T4_v3_Low_Priority","NC8as T4 v3","Windows","Low Priority","Low Priority","8","56","16","1023","352","0.448","331.520"
"Ev4 Series","Standard_E32_v4","E32_v4","E32 v4","Linux","Standard","Standard","32","256","32","1023","0","2.016","1491.840"
"NC Series","Standard_NC24rs_v3","NC24_Low_Priority","NC24","Windows","Low Priority","Low Priority","24","448","32","1023","1344","1.734","1283.160"
"NC Series","Standard_NC24s_v3","NC24_Low_Priority","NC24","Windows","Low Priority","Low Priority","24","448","32","1023","1344","1.734","1283.160"
"NC Series","Standard_NC24","NC24_Low_Priority","NC24","Windows","Low Priority","Low Priority","24","224","64","1023","1440","1.734","1283.160"
"NC Series","Standard_NC24r","NC24_Low_Priority","NC24","Windows","Low Priority","Low Priority","24","224","64","1023","1440","1.734","1283.160"
"NC Series","Standard_NC24_Promo","NC24_Low_Priority","NC24","Windows","Low Priority","Low Priority","24","224","64","1023","1440","1.734","1283.160"
"NC Series","Standard_NC24r_Promo","NC24_Low_Priority","NC24","Windows","Low Priority","Low Priority","24","224","64","1023","1440","1.734","1283.160"
"NVasv4 Series","Standard_NV32as_v4","NV32as_v4","NV32as v4","Windows","Standard","Standard","32","112","32","1023","704","3.336","2468.640"
"Edsv4 Series","Standard_E8-2ds_v4","E8-2ds_v4","E8-2ds v4","Linux","Standard","Standard","8","64","16","1023","300","0.576","426.240"
"Edv4 Series","Standard_E16d_v4","E16d_v4_Low_Priority","E16d v4","Linux","Low Priority","Low Priority","16","128","32","1023","600","0.23","170.20"
"Edsv4 Series","Standard_E64-16ds_v4","E64-16ds_v4","E64-16ds v4","Windows","Standard","Standard","64","504","32","1023","2400","7.552","5588.480"
"Dsv4 Series","Standard_D8s_v4","D8s_v4","D8s v4","Linux","Standard","Standard","8","32","16","1023","0","0.384","284.160"
"LSv2 Series","Standard_L32s_v2","L32s_v2","L32s v2","Windows","Standard","Standard","32","256","32","1023","7152","3.968","2936.320"
"Edv4 Series","Standard_E4d_v4","E4d_v4_Low_Priority","E4d v4","Windows","Low Priority","Low Priority","4","32","8","1023","150","0.189","139.860"
"Edsv4 Series","Standard_E16-4ds_v4","E16-4ds_v4","E16-4ds v4","Windows","Standard","Standard","16","128","32","1023","600","1.888","1397.120"
"MS Series","Standard_M16ms","M16ms","M16ms","Windows","Standard","Standard","16","437.5","16","1023","500","4.2138","3118.2120"
"A Series","Standard_A5","A5_Low_Priority","A5","Linux","Low Priority","Low Priority","2","14","4","1023","135","0.044","32.560"
"LSv2 Series","Standard_L64s_v2","L64s_v2_Low_Priority","L64s v2","Windows","Low Priority","Low Priority","64","512","32","1023","14304","3.174","2348.760"
"Ev4 Series","Standard_E16_v4","E16_v4_Low_Priority","E16 v4","Windows","Low Priority","Low Priority","16","128","32","1023","0","0.698","516.520"
"Ddsv4 Series","Standard_D4ds_v4","D4ds_v4_Low_Priority","D4ds v4","Windows","Low Priority","Low Priority","4","16","8","1023","150","0.164","121.360"
"Ddv4 Series","Standard_D16d_v4","D16d_v4","D16d v4","Windows","Standard","Standard","16","64","32","1023","600","1.64","1213.60"
"Esv4 Series","Standard_E64s_v4","E64s_v4","E64s v4","Windows","Standard","Standard","64","504","32","1023","0","6.976","5162.240"
"Edsv4 Series","Standard_E2ds_v4","E2ds_v4_Low_Priority","E2ds v4","Windows","Low Priority","Low Priority","2","16","4","1023","75","0.0944","69.8560"
"Ddsv4 Series","Standard_D48ds_v4","D48ds_v4","D48ds v4","Windows","Standard","Standard","48","192","32","1023","1800","4.92","3640.80"
"Dsv4 Series","Standard_D16s_v4","D16s_v4_Low_Priority","D16s v4","Windows","Low Priority","Low Priority","16","64","32","1023","0","0.602","445.480"
"Edv4 Series","Standard_E20d_v4","E20d_v4","E20d v4","Windows","Standard","Standard","20","160","32","1023","750","2.36","1746.40"
"Eav4/Easv4 Series","Standard_E32-8as_v4","E32-8as_v4_Low_Priority","E32-8as_v4","Windows","Low Priority","Low Priority","32","256","32","1023","512","1.395","1032.300"
"FSv2 Series","Standard_F32s_v2","F32s_v2","F32s v2","Linux","Standard","Standard","32","64","32","1023","256","1.353","1001.220"
"Eav4/Easv4 Series","Standard_E96-48as_v4","E96-48as_v4_Low_Priority","E96-48as_v4","Linux","Low Priority","Low Priority","96","672","32","1023","1344","1.21","895.40"
"Esv4 Series","Standard_E8-2s_v4","E8-2s_v4","E8-2s v4","Linux","Standard","Standard","8","64","16","1023","0","0.504","372.960"
"Edv4 Series","Standard_E64d_v4","E64d_v4_Low_Priority","E64d v4","Linux","Low Priority","Low Priority","64","504","32","1023","2400","0.922","682.280"
"NC Series","Standard_NC12s_v3","NC12","NC12","Windows","Standard","Standard","12","224","24","1023","672","2.168","1604.320"
"NC Series","Standard_NC12","NC12","NC12","Windows","Standard","Standard","12","112","48","1023","680","2.168","1604.320"
"NC Series","Standard_NC12_Promo","NC12","NC12","Windows","Standard","Standard","12","112","48","1023","680","2.168","1604.320"
"Esv4 Series","Standard_E8-4s_v4","E8-4s_v4_Low_Priority","E8-4s v4","Windows","Low Priority","Low Priority","8","64","16","1023","0","0.349","258.260"
"Dv4 Series","Standard_D32_v4","D32_v4_Low_Priority","D32 v4","Windows","Low Priority","Low Priority","32","128","32","1023","0","1.203","890.220"
"LSv2 Series","Standard_L80s_v2","L80s_v2","L80s v2","Windows","Standard","Standard","80","640","32","1023","17880","9.92","7340.80"
"NCSv3 Series","Standard_NC6s_v3","NC6s_v3_Low_Priority","NC6s v3","Linux","Low Priority","Low Priority","6","112","12","1023","336","0.612","452.880"
"NCasv3 T4 Series","Standard_NC8as_T4_v3","NC8as_T4_v3","NC8as T4 v3","Linux","Standard","Standard","8","56","16","1023","352","0.752","556.480"
"Ddsv4 Series","Standard_D64ds_v4","D64ds_v4_Low_Priority","D64ds v4","Windows","Low Priority","Low Priority","64","256","32","1023","2400","2.624","1941.760"
"A Series","Standard_A7","A7","A7","Linux","Standard","Standard","8","56","16","1023","605","0.88","651.20"
"Esv4 Series","Standard_E16s_v4","E16s_v4","E16s v4","Windows","Standard","Standard","16","128","32","1023","0","1.744","1290.560"
"Ev4 Series","Standard_E4_v4","E4_v4_Low_Priority","E4 v4","Windows","Low Priority","Low Priority","4","32","8","1023","0","0.174","128.760"
"MS Series","Standard_M32ms","M32ms","M32ms","Windows","Standard","Standard","32","875","32","1023","1000","8.4276","6236.4240"
"Esv4 Series","Standard_E48s_v4","E48s_v4","E48s v4","Linux","Standard","Standard","48","384","32","1023","0","3.024","2237.760"
"Ddsv4 Series","Standard_D48ds_v4","D48ds_v4_Low_Priority","D48ds v4","Linux","Low Priority","Low Priority","48","192","32","1023","1800","0.542","401.080"
"NV Series","Standard_NV12","NV12_Low_Priority","NV12","Linux","Low Priority","Low Priority","12","112","48","1023","680","0.4808","355.7920"
"NV Series","Standard_NV12_Promo","NV12_Low_Priority","NV12","Linux","Low Priority","Low Priority","12","112","48","1023","680","0.4808","355.7920"
"NV Series","Standard_NV12s_v2","NV12_Low_Priority","NV12","Linux","Low Priority","Low Priority","12","224","24","1023","672","0.4808","355.7920"
"NV Series","Standard_NV12s_v3","NV12_Low_Priority","NV12","Linux","Low Priority","Low Priority","12","112","12","1023","336","0.4808","355.7920"
